"SYSTEM", "1", "SYSTEM", "System Start", " "
"Thread-0", "318", "RW_Semaphore.java:78", "Method Call", " caller=Writer:1#run:1, target=Database:1#write:1"
"Thread-0", "319", "RW_Semaphore.java:193", "Method Entered", " "
"Thread-0", "320", "RW_Semaphore.java:193", "Variable Write", " context=Database:1#write:1, x=1"
"Thread-0", "321", "RW_Semaphore.java:194", "Line Step", " file=RW_Semaphore.java, line=194"
"Thread-5", "322", "RW_Semaphore.java:109", "Field Write", " context=Database:1, wr=1"
"Thread-0", "323", "RW_Semaphore.java:194", "Field Read", " context=Database:1, data"
"Thread-5", "324", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-0", "325", "RW_Semaphore.java:194", "Field Write", " context=Database:1, data=1"
"Thread-5", "326", "RW_Semaphore.java:110", "Field Read", " context=Database:1, s"
"Thread-0", "327", "RW_Semaphore.java:195", "Line Step", " file=RW_Semaphore.java, line=195"
"Thread-5", "328", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-6", "329", "RW_Semaphore.java:102", "Line Step", " file=RW_Semaphore.java, line=102"
"Thread-0", "330", "RW_Semaphore.java:195", "Method Exit", " returner=Database:1#write:1, value=<void>"
"Thread-5", "331", "RW_Semaphore.java:112", "Field Read", " context=Database:1, sr"
"Thread-6", "332", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-0", "333", "RW_Semaphore.java:78", "Method Returned", " "
"Thread-0", "334", "RW_Semaphore.java:79", "Line Step", " file=RW_Semaphore.java, line=79"
"Thread-6", "335", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-6", "336", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-6", "337", "RW_Semaphore.java:109", "Field Read", " context=Database:1, wr"
"Thread-6", "338", "RW_Semaphore.java:109", "Field Write", " context=Database:1, wr=2"
"Thread-6", "339", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-6", "340", "RW_Semaphore.java:110", "Field Read", " context=Database:1, s"
"Thread-6", "341", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-7", "342", "RW_Semaphore.java:102", "Line Step", " file=RW_Semaphore.java, line=102"
"Thread-6", "343", "RW_Semaphore.java:112", "Field Read", " context=Database:1, sr"
"Thread-7", "344", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-7", "345", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-7", "346", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-7", "347", "RW_Semaphore.java:109", "Field Read", " context=Database:1, wr"
"Thread-7", "348", "RW_Semaphore.java:109", "Field Write", " context=Database:1, wr=3"
"Thread-7", "349", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-7", "350", "RW_Semaphore.java:110", "Field Read", " context=Database:1, s"
"Thread-7", "351", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-1", "352", "RW_Semaphore.java:150", "Line Step", " file=RW_Semaphore.java, line=150"
"Thread-7", "353", "RW_Semaphore.java:112", "Field Read", " context=Database:1, sr"
"Thread-1", "354", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-1", "355", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-1", "356", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-1", "357", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-1", "358", "RW_Semaphore.java:155", "Field Read", " context=Database:1, ww"
"Thread-1", "359", "RW_Semaphore.java:155", "Field Write", " context=Database:1, ww=1"
"Thread-1", "360", "RW_Semaphore.java:156", "Line Step", " file=RW_Semaphore.java, line=156"
"Thread-1", "361", "RW_Semaphore.java:156", "Field Read", " context=Database:1, s"
"Thread-1", "362", "RW_Semaphore.java:158", "Line Step", " file=RW_Semaphore.java, line=158"
"Thread-2", "363", "RW_Semaphore.java:150", "Line Step", " file=RW_Semaphore.java, line=150"
"Thread-1", "364", "RW_Semaphore.java:158", "Field Read", " context=Database:1, sw"
"Thread-2", "365", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-2", "366", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-2", "367", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-2", "368", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-2", "369", "RW_Semaphore.java:155", "Field Read", " context=Database:1, ww"
"Thread-2", "370", "RW_Semaphore.java:155", "Field Write", " context=Database:1, ww=2"
"Thread-2", "371", "RW_Semaphore.java:156", "Line Step", " file=RW_Semaphore.java, line=156"
"Thread-2", "372", "RW_Semaphore.java:156", "Field Read", " context=Database:1, s"
"Thread-2", "373", "RW_Semaphore.java:158", "Line Step", " file=RW_Semaphore.java, line=158"
"Thread-3", "374", "RW_Semaphore.java:150", "Line Step", " file=RW_Semaphore.java, line=150"
"Thread-2", "375", "RW_Semaphore.java:158", "Field Read", " context=Database:1, sw"
"Thread-3", "376", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-3", "377", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-3", "378", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-3", "379", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-3", "380", "RW_Semaphore.java:155", "Field Read", " context=Database:1, ww"
"Thread-3", "381", "RW_Semaphore.java:155", "Field Write", " context=Database:1, ww=3"
"Thread-3", "382", "RW_Semaphore.java:156", "Line Step", " file=RW_Semaphore.java, line=156"
"Thread-3", "383", "RW_Semaphore.java:156", "Field Read", " context=Database:1, s"
"Thread-3", "384", "RW_Semaphore.java:158", "Line Step", " file=RW_Semaphore.java, line=158"
"Thread-4", "385", "RW_Semaphore.java:150", "Line Step", " file=RW_Semaphore.java, line=150"
"Thread-3", "386", "RW_Semaphore.java:158", "Field Read", " context=Database:1, sw"
"Thread-4", "387", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-4", "388", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-4", "389", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-4", "390", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-4", "391", "RW_Semaphore.java:155", "Field Read", " context=Database:1, ww"
"Thread-4", "392", "RW_Semaphore.java:155", "Field Write", " context=Database:1, ww=4"
"Thread-4", "393", "RW_Semaphore.java:156", "Line Step", " file=RW_Semaphore.java, line=156"
"Thread-4", "394", "RW_Semaphore.java:156", "Field Read", " context=Database:1, s"
"Thread-4", "395", "RW_Semaphore.java:158", "Line Step", " file=RW_Semaphore.java, line=158"
"Thread-8", "396", "RW_Semaphore.java:102", "Line Step", " file=RW_Semaphore.java, line=102"
"Thread-4", "397", "RW_Semaphore.java:158", "Field Read", " context=Database:1, sw"
"Thread-8", "398", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-8", "399", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-8", "400", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-8", "401", "RW_Semaphore.java:109", "Field Read", " context=Database:1, wr"
"Thread-8", "402", "RW_Semaphore.java:109", "Field Write", " context=Database:1, wr=4"
"Thread-8", "403", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-8", "404", "RW_Semaphore.java:110", "Field Read", " context=Database:1, s"
"Thread-8", "405", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-9", "406", "RW_Semaphore.java:102", "Line Step", " file=RW_Semaphore.java, line=102"
"Thread-8", "407", "RW_Semaphore.java:112", "Field Read", " context=Database:1, sr"
"Thread-9", "408", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-0", "409", "RW_Semaphore.java:81", "Line Step", " file=RW_Semaphore.java, line=81"
"Thread-9", "410", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-0", "411", "RW_Semaphore.java:81", "Field Read", " context=Writer:1, d"
"Thread-9", "412", "RW_Semaphore.java:109", "Line Step", " file=RW_Semaphore.java, line=109"
"Thread-0", "413", "RW_Semaphore.java:81", "Method Call", " caller=Writer:1#run:1, target=Database:1#done_write:1"
"Thread-0", "414", "RW_Semaphore.java:170", "Method Entered", " "
"Thread-0", "415", "RW_Semaphore.java:174", "Line Step", " file=RW_Semaphore.java, line=174"
"Thread-9", "416", "RW_Semaphore.java:109", "Field Read", " context=Database:1, wr"
"Thread-0", "417", "RW_Semaphore.java:174", "Field Read", " context=Database:1, s"
"Thread-9", "418", "RW_Semaphore.java:109", "Field Write", " context=Database:1, wr=5"
"Thread-9", "419", "RW_Semaphore.java:110", "Line Step", " file=RW_Semaphore.java, line=110"
"Thread-9", "420", "RW_Semaphore.java:110", "Field Read", " context=Database:1, s"
"Thread-9", "421", "RW_Semaphore.java:112", "Line Step", " file=RW_Semaphore.java, line=112"
"Thread-0", "422", "RW_Semaphore.java:175", "Line Step", " file=RW_Semaphore.java, line=175"
"Thread-9", "423", "RW_Semaphore.java:112", "Field Read", " context=Database:1, sr"
"Thread-0", "424", "RW_Semaphore.java:179", "Line Step", " file=RW_Semaphore.java, line=179"
"Thread-0", "425", "RW_Semaphore.java:179", "Field Write", " context=Database:1, w=0"
"Thread-0", "426", "RW_Semaphore.java:181", "Line Step", " file=RW_Semaphore.java, line=181"
"Thread-0", "427", "RW_Semaphore.java:181", "Field Read", " context=Database:1, sw"
"Thread-0", "428", "RW_Semaphore.java:181", "Variable Write", " context=Database:1#done_write:1, len=4"
"Thread-0", "429", "RW_Semaphore.java:182", "Line Step", " file=RW_Semaphore.java, line=182"
"Thread-0", "430", "RW_Semaphore.java:182", "Field Read", " context=Database:1, sw"
"Thread-0", "431", "RW_Semaphore.java:183", "Line Step", " file=RW_Semaphore.java, line=183"
"Thread-1", "432", "RW_Semaphore.java:159", "Line Step", " file=RW_Semaphore.java, line=159"
"Thread-2", "433", "RW_Semaphore.java:159", "Line Step", " file=RW_Semaphore.java, line=159"
"Thread-3", "434", "RW_Semaphore.java:159", "Line Step", " file=RW_Semaphore.java, line=159"
"Thread-4", "435", "RW_Semaphore.java:159", "Line Step", " file=RW_Semaphore.java, line=159"
"Thread-0", "436", "RW_Semaphore.java:183", "Field Read", " context=Database:1, sr"
"Thread-1", "437", "RW_Semaphore.java:159", "Field Read", " context=Database:1, s"
"Thread-2", "438", "RW_Semaphore.java:159", "Field Read", " context=Database:1, s"
"Thread-3", "439", "RW_Semaphore.java:159", "Field Read", " context=Database:1, s"
"Thread-4", "440", "RW_Semaphore.java:159", "Field Read", " context=Database:1, s"
"Thread-0", "441", "RW_Semaphore.java:183", "Variable Write", " context=Database:1#done_write:1, len1=5"
"Thread-0", "442", "RW_Semaphore.java:184", "Line Step", " file=RW_Semaphore.java, line=184"
"Thread-0", "443", "RW_Semaphore.java:184", "Field Read", " context=Database:1, sr"
"Thread-0", "444", "RW_Semaphore.java:186", "Line Step", " file=RW_Semaphore.java, line=186"
"Thread-5", "445", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-6", "446", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-7", "447", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-8", "448", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-9", "449", "RW_Semaphore.java:113", "Line Step", " file=RW_Semaphore.java, line=113"
"Thread-0", "450", "RW_Semaphore.java:186", "Field Read", " context=Database:1, s"
"Thread-5", "451", "RW_Semaphore.java:113", "Field Read", " context=Database:1, s"
"Thread-6", "452", "RW_Semaphore.java:113", "Field Read", " context=Database:1, s"
"Thread-7", "453", "RW_Semaphore.java:113", "Field Read", " context=Database:1, s"
"Thread-8", "454", "RW_Semaphore.java:113", "Field Read", " context=Database:1, s"
"Thread-9", "455", "RW_Semaphore.java:113", "Field Read", " context=Database:1, s"
"Thread-0", "456", "RW_Semaphore.java:187", "Line Step", " file=RW_Semaphore.java, line=187"
"Thread-1", "457", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
"Thread-0", "458", "RW_Semaphore.java:187", "Method Exit", " returner=Database:1#done_write:1, value=<void>"
"Thread-1", "459", "RW_Semaphore.java:163", "Line Step", " file=RW_Semaphore.java, line=163"
"Thread-0", "460", "RW_Semaphore.java:81", "Method Returned", " "
"Thread-0", "461", "RW_Semaphore.java:76", "Line Step", " file=RW_Semaphore.java, line=76"
"Thread-1", "462", "RW_Semaphore.java:163", "Field Read", " context=Database:1, ww"
"Thread-0", "463", "RW_Semaphore.java:76", "Variable Write", " context=Writer:1#run:1, i=1"
"Thread-0", "464", "RW_Semaphore.java:77", "Line Step", " file=RW_Semaphore.java, line=77"
"Thread-1", "465", "RW_Semaphore.java:163", "Field Write", " context=Database:1, ww=3"
"Thread-0", "466", "RW_Semaphore.java:77", "Field Read", " context=Writer:1, d"
"Thread-1", "467", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-0", "468", "RW_Semaphore.java:77", "Method Call", " caller=Writer:1#run:1, target=Database:1#request_write:6"
"Thread-0", "469", "RW_Semaphore.java:140", "Method Entered", " "
"Thread-0", "470", "RW_Semaphore.java:149", "Line Step", " file=RW_Semaphore.java, line=149"
"Thread-1", "471", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-0", "472", "RW_Semaphore.java:149", "Field Read", " context=Database:1, s"
"Thread-1", "473", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-1", "474", "RW_Semaphore.java:165", "Line Step", " file=RW_Semaphore.java, line=165"
"Thread-1", "475", "RW_Semaphore.java:165", "Field Write", " context=Database:1, w=1"
"Thread-1", "476", "RW_Semaphore.java:167", "Line Step", " file=RW_Semaphore.java, line=167"
"Thread-1", "477", "RW_Semaphore.java:167", "Field Read", " context=Database:1, s"
"Thread-1", "478", "RW_Semaphore.java:168", "Line Step", " file=RW_Semaphore.java, line=168"
"Thread-2", "479", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
"Thread-1", "480", "RW_Semaphore.java:168", "Method Exit", " returner=Database:1#request_write:2, value=<void>"
"Thread-2", "481", "RW_Semaphore.java:163", "Line Step", " file=RW_Semaphore.java, line=163"
"Thread-1", "482", "RW_Semaphore.java:77", "Method Returned", " "
"Thread-1", "483", "RW_Semaphore.java:78", "Line Step", " file=RW_Semaphore.java, line=78"
"Thread-2", "484", "RW_Semaphore.java:163", "Field Read", " context=Database:1, ww"
"Thread-1", "485", "RW_Semaphore.java:78", "Field Read", " context=Writer:2, d"
"Thread-2", "486", "RW_Semaphore.java:163", "Field Write", " context=Database:1, ww=2"
"Thread-1", "487", "RW_Semaphore.java:78", "Field Read", " context=Writer:2, x"
"Thread-2", "488", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-1", "489", "RW_Semaphore.java:78", "Method Call", " caller=Writer:2#run:2, target=Database:1#write:2"
"Thread-1", "490", "RW_Semaphore.java:193", "Method Entered", " "
"Thread-1", "491", "RW_Semaphore.java:193", "Variable Write", " context=Database:1#write:2, x=10"
"Thread-1", "492", "RW_Semaphore.java:194", "Line Step", " file=RW_Semaphore.java, line=194"
"Thread-2", "493", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-1", "494", "RW_Semaphore.java:194", "Field Read", " context=Database:1, data"
"Thread-2", "495", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-1", "496", "RW_Semaphore.java:194", "Field Write", " context=Database:1, data=11"
"Thread-2", "497", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-1", "498", "RW_Semaphore.java:195", "Line Step", " file=RW_Semaphore.java, line=195"
"Thread-2", "499", "RW_Semaphore.java:155", "Field Read", " context=Database:1, ww"
"Thread-1", "500", "RW_Semaphore.java:195", "Method Exit", " returner=Database:1#write:2, value=<void>"
"Thread-2", "501", "RW_Semaphore.java:155", "Field Write", " context=Database:1, ww=3"
"Thread-1", "502", "RW_Semaphore.java:78", "Method Returned", " "
"Thread-1", "503", "RW_Semaphore.java:79", "Line Step", " file=RW_Semaphore.java, line=79"
"Thread-2", "504", "RW_Semaphore.java:156", "Line Step", " file=RW_Semaphore.java, line=156"
"Thread-2", "505", "RW_Semaphore.java:156", "Field Read", " context=Database:1, s"
"Thread-2", "506", "RW_Semaphore.java:158", "Line Step", " file=RW_Semaphore.java, line=158"
"Thread-3", "507", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
"Thread-2", "508", "RW_Semaphore.java:158", "Field Read", " context=Database:1, sw"
"Thread-3", "509", "RW_Semaphore.java:163", "Line Step", " file=RW_Semaphore.java, line=163"
"Thread-3", "510", "RW_Semaphore.java:163", "Field Read", " context=Database:1, ww"
"Thread-3", "511", "RW_Semaphore.java:163", "Field Write", " context=Database:1, ww=2"
"Thread-3", "512", "RW_Semaphore.java:154", "Line Step", " file=RW_Semaphore.java, line=154"
"Thread-3", "513", "RW_Semaphore.java:154", "Field Read", " context=Database:1, r"
"Thread-3", "514", "RW_Semaphore.java:154", "Field Read", " context=Database:1, w"
"Thread-3", "515", "RW_Semaphore.java:155", "Line Step", " file=RW_Semaphore.java, line=155"
"Thread-3", "516", "RW_Semaphore.java:155", "Field Read", " context=Database:1, ww"
"Thread-3", "517", "RW_Semaphore.java:155", "Field Write", " context=Database:1, ww=3"
"Thread-3", "518", "RW_Semaphore.java:156", "Line Step", " file=RW_Semaphore.java, line=156"
"Thread-3", "519", "RW_Semaphore.java:156", "Field Read", " context=Database:1, s"
"Thread-3", "520", "RW_Semaphore.java:158", "Line Step", " file=RW_Semaphore.java, line=158"
"Thread-4", "521", "RW_Semaphore.java:160", "Line Step", " file=RW_Semaphore.java, line=160"
